-1.700291,0.000000,0.000000,1.000000,1.000000,-1.000000,
-3.086781,3.141593,0.000000,1.000000,-1.000000,1.000000,
-3.086389,3.141593,0.000000,-1.000000,1.000000,1.000000,
-2.180206,0.000000,1.000000,0.000000,1.000000,-1.000000,
-21.069624,0.000000,1.000000,0.000000,-1.000000,1.000000,
-2.180048,3.141593,-1.000000,0.000000,1.000000,1.000000,
-2.180048,0.000000,1.000000,1.000000,0.000000,-1.000000,
-21.069624,3.141593,1.000000,-1.000000,0.000000,1.000000,
-2.180206,3.141593,-1.000000,1.000000,0.000000,1.000000,
-3.086389,0.000000,1.000000,1.000000,-1.000000,0.000000,
-3.086781,0.000000,1.000000,-1.000000,1.000000,0.000000,
-1.700291,3.141593,-1.000000,1.000000,1.000000,0.000000,
